index,title,year,director,screenwriter,actors,type,summary,runtime,pubtime,country,language,scoreNum,score,star5,star4,star3,star2,star1,smallCommentNum,longCommentNum,posterurl
4255,Enron,2020,,,,,,,,,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4256,布鲁斯特的百万横财 Brewster's Millions,2020,罗伯特·汤森德,乔治·巴尔·麦卡奇翁/Michael William Schmidt,,喜剧,,,, 美国,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4257,Three Little Words,2020,,,,,,,,,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4258,埋葬 The Burial,2020,亚历山大·佩恩,道格·赖特,Emily Baker,剧情,                                　　亚历山大·佩恩商谈执导Amazon Studios打造的[埋葬](The Burial，暂译)，普利策奖获得者道格·赖特操刀影片剧本。影片故事围绕一位来自密西西比的人身伤害律师威利·加里展开。目前影片演员阵容等消息暂无透露。                       ,,, 美国,,,,,,,,,1.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4259,Mixed Blood,2020,菲利普·诺伊斯,凯利·玛斯特森/Roger Smith,,,                                　　An American fugitive and his family hide out in Capetown South Africa， where they become the target of a corrupt cop who discovers their secret.                       ,,,,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4260,弗兰肯斯坦的新娘 Bride of Frankenstein,2020,比尔·康顿,尼尔·博格/大卫·凯普/艾里克斯·库兹曼/克里斯·摩根/德克·威滕伯恩,哈维尔·巴登,惊悚/恐怖,                                　　环球“黑暗宇宙”又一重磅作品[弗兰肯斯坦的新娘](Bride of Frankenstein，暂译)定档2019年2月14日，比尔·康顿已确定将执导本片，此前有传闻如果档期允许，安吉丽娜·朱莉或将加盟。                       ,,, 美国, 英语,,,,,,,,7.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4261,失乐园 Paradise Lost,2020,,,,剧情/动作/奇幻,                                　　马丁·弗瑞曼将担任新剧《失乐园》执行制片，该剧改编自17世纪约翰·弥尔顿撰写的同名史诗著作。叛逆之神撒旦因反抗上帝之威被打入地狱，他为复仇寻至伊甸园。亚当与夏娃受撒旦附体的蛇的诱惑、偷吃了知识树上的果子，最终被逐出了伊甸园。弗瑞曼有望出演，编剧人选尚未确定，Framestore负责特效。                       ,,, 美国,,,,,,,,,2.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4262,Crazy for the Storm,2020,,,,,,,,,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4263,乔丹日志 Journal for Jordan,2020,丹泽尔·华盛顿,约翰·伯纳姆·施瓦茨/维吉尔·威廉斯/Dana Canedy,迈克尔·B·乔丹,剧情/喜剧,                                　　《泥土之界》编剧之一维吉尔·威廉姆斯新片确定，他将为《乔丹日志》(A Journal For Jordan)编写剧本，基于Dana Canedy所著同名回忆录，丹泽尔·华盛顿担任制片人，并有望执导。小说讲述普利策获奖记者Canedy的真实经历，以及她与军士长Charles Monroe King的风流韵事。2005年，King在海外服役期间，为他们刚刚出生的儿子乔丹写下了一本日志，关于深刻的人生感悟，以防他在战事中阵亡。2006年，King在伊拉克战争中被路边炸弹炸死，当时乔丹只有7个月大。                                   ,,, 美国, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4264,Matt Helm,2020,,布莱德利·库珀,布莱德利·库珀,剧情,                                　　布莱德利·库珀主演间谍题材新片《Matt Helm》找到编剧：Tom Shepherd。乔治·克鲁尼、史蒂文·斯皮尔伯格、Roberto Orci(《星际迷航》系列)、Grant Heslov(《逃离德黑兰》《总统杀局》)、Alex Kurtzman(《星际迷航》系列)等参与制片，派拉蒙出品。                                   ,,, 美国,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4265,女孩与枪 A Girl and a Gun,2020,Filip Jan Rymsza,菲利普·扬·莱姆萨,Christopher Walken/Isabel Lucas/Luis Guzmán,剧情/爱情/惊悚,,,2020(美国), 美国, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4266,妙探寻凶 Clue,2020,詹姆斯·博宾,瑞特·里斯/保罗·韦尼克,瑞恩·雷诺兹/杰森·贝特曼,喜剧/悬疑/犯罪,                                　　瑞恩·雷诺兹的制片公司Maximum Effort与福斯签订了3年的第一优先合作协议，将陆续开发一系列项目，双方目前已在打造真人版《妙探寻凶》(Clue)电影，根据同名游戏改编，游戏公司孩之宝旗下的电影部门Allspark Pictures参与制作。福斯计划招募《死侍》编剧Rhett Reese和Paul Wernick再与雷诺兹合作，两人已在商谈中。                       ,,, 美国, 英语,,,,,,,,1.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4267,疯狂世界续集 It's a Mad Mad Mad Mad MAD World: The Sequel,2020,,,,,,,, 美国,,,,,,,,,1.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4269,The Liar,2019.0,Tony Hagger,斯蒂芬·弗雷/Tony Hagger,阿萨·巴特菲尔德/休·博纳维尔/汤姆·威尔金森/大卫·威廉姆斯/莎莉·菲利普斯/迈尔斯·贾普,喜剧,                                　　An account of a public schoolboy whose proficiency in the fibbing department， and the fallout from a schoolboy crush， opens up a marvellous fictional world of espionage.                       ,,2020(美国),,,,,,,,,,32.0,1.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4270,我生命中最好的十天 The Ten Best Days of My Life,2020,Shaun Levy,Amy Adams,Amy Adams,,,,,, English,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4271,洛克中士 Sgt. Rock,2020,,,,剧情/喜剧/动作,                                　　洛克中士》的主角是一个美军步兵中士弗兰克·洛克（Sgt. Frank Rock），他带领Easy Company连的弟兄在二战战场上浴血奋战。                       ,,, 美国, 英语,,,,,,,,2.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2383556802.jpg
4272,毁灭公爵 Duke Nukem,2020,,,,动作/科幻/恐怖,                                　　约翰·塞纳商谈加盟真人版《毁灭公爵》(Duke Nukem)电影，由同名游戏改编，派拉蒙出品，迈克尔·贝＆布拉德·福勒＆安德鲁·福姆的公司Platinum Dunes参与制片。目前暂无导演，将很快寻找编剧，计划专门针对塞纳进行创作。原版游戏1991年推出，主人公肌肉发达，喜好叼雪茄，一直在与外星人战斗，以拯救地球。                                   ,,, 美国,,,,,,,,,3.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4273,阴阳魔界 Untitled Twilight Zone Project,2020,约瑟夫·科辛斯基,艾伦·伊莱·考雷特/卓比·哈罗德/安东尼·佩卡姆/兰德·拉维奇,,剧情/科幻/惊悚,                                　　华纳要再翻拍一次名剧《阴阳魔界》，由莱昂纳多·迪卡普里奥的亚壁古道公司（Appian Way）参与制作，小李亲自担任制片人。目前，导演已选定执导过《创：战纪》、《遗落战境》的约瑟夫·科金斯基，艾伦·伊莱·考雷特（《英雄》《神秘之河》）担任编剧。目前，影片演员，开拍及上映日期均未确定。                       ,,, 美国, 英语,,,,,,,,4.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4274,Pizzaman,2020,,,,,,,,,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4275,暴力天才 Violent Talent,2020,Matthew Michael Carnahan,Matthew Michael Carnahan,玛格特·罗比/Garrett Hedlund/Ray Liotta,剧情/犯罪,                                　　A crime story centered on three childhood friends from Chicago's South Side who build a criminal empire.                       ,,, 美国,,,,,,,,,1.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4276,杀手游戏 The Killer's Game,2020,D·J·卡卢索,,,动作/惊悚,                                　　杰森·斯坦森有望出演STX动作惊悚片[杀手游戏](The Killer’s Game，暂译)，导演D·J·卡卢索([极限特工3：终极回归])。影片改编自杰·博纳辛加1997年出版的小说。故事主角是一个被误诊患绝症且遭前同事追杀的杀手。派拉蒙等多家公司早在多年前便有意拍摄此片，男主曾一度选定迈克尔·基顿等。                       ,,, 美国,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4277,蛤蟆先生 Banking on Mr. Toad,2020,路易斯·曼多基,Timothy W. Haas/Wendy Oberman,托比·凯贝尔/布耐恩·布莱塞得/马克·威廉姆斯,剧情/动画/传记,                                　　琳娜·海蒂洽谈加盟新片[蛤蟆先生](Banking On Mr.Toad，暂译)。路易斯·曼多基([瓶中信])执导。该片讲述英国作家肯尼斯·格雷厄姆的孩子遭遇健康问题，而家庭的困难随着格雷厄姆《柳林风声》的成功有所缓解。托比·凯贝尔已确定主演，琳娜正洽谈的角色为他的妻子。该片将于明年春季开拍。                       ,,, 英国, 英语,,,,,,,,4.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4278,Dan Mintner: Badass for Hire,2020,,,,喜剧,                                　　A comedy centered around a tough guy who kicks modern-day butt with an '80s mentality.                       ,,, 美国,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4279,Spring Break '83,2020,马斯·卡拉汉/斯科特·斯皮格尔,马斯·卡拉汉,乔·潘托里亚诺/阿兰·里奇森/摩根·费尔切尔德/李·迈杰斯/罗伯特·戴维/里基·乌尔曼/阿德里亚·史密德/埃里克·埃斯特拉德/安德鲁·卡德威尔/苏菲·蒙克/唐尼·波阿斯/乔·皮斯科波/拉里·B·斯科特/马丁·斯潘尼尔斯/理查德·波特诺/肯·鲍曼/马斯·卡拉汉/比利·斯洛特/普雷斯顿·琼斯/阿内丽丝·海因茨/尼克·海曼/达特·樊/杰弗里·古尔德/马特·维斯/托马斯·塔赫·海德三世/斯蒂芬妮·奥诺雷/Aviva/John G. Brennan/Downtown Julie Brown/Lacey Minchew/Dante Swain/Elizabeth McNulty/Mike Greene/Brady Cook/Kenny Bordes/Michelle Brew/Joseph Cintron/Pason/Chaz Smith,喜剧,                                　　The Z-Rows， four friends who are bullied by their graduating high school class find reve                       ,,, 美国, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4281,棒棒骨 Bone,2020,马克·奥斯本,马克·奥斯本,,动画/奇幻,                                　　导演马克·奥斯本将为华纳把人气漫画《鬼骨家族(Bone，暂译)》搬上大银幕，并与亚当·凯莱联手负责剧本。原漫画曾被《时代》评为2004年十大漫画之一，画风属于滑稽复杂的冒险漫画：3个鬼骨家族小伙伴在一个村庄走散，被一个小女孩和她外婆拯救后，发现村庄被邪恶力量所操控。                       ,,, 美国,,,,,,,,,0.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2458866562.jpg
4282,Kabul Beauty School,2020,,,,,,,,,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4283,土豚和诺亚方舟 The Ark and the Aardvark,2020,约翰·斯蒂文森,克里斯托弗·詹金斯/菲利普·拉泽布尼克/Richie Chavez/Glen Dolman/Larry Leker,奥布瑞·普拉扎/斯戴芬·莫昌特/珍妮·斯蕾特/迈尔斯·特勒/罗伯·里格尔/克雷格·罗宾森,动画,                                　　影片聚焦一只被嫌弃的流浪土豚，他将不情愿地成为一群同样失魂落魄、地位低下的动物的领导者，带领它们在洪水侵袭之前去往一艘巨大的方舟避难，在旅途中联合起来对抗无法预料的自然灾害，最终大家也领会了生存的意义，每个个体都有着巨大潜力、无限可能。                       ,,, 美国, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2388052302.jpg
4284,Mandrake,2020,Chuck Russell,Jonathan Rhys Meyers,Jonathan Rhys Meyers,,                                　　An adaptation of the comic centered on Leon Mandrake， a magician who relies on his powers of hypnotism and illusion to combat crime.                       ,,, 荷兰, 英语,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4285,Fletch Won,2020,,,,,,,,,,,,,,,,,0.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4286,Bran Mak Morn,2020,Peter Berg,罗伯特·霍华德,,,,,2020, 美国, 英语,,,,,,,,2.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4287,Stompanato,2020,Adrian Lyne,Sebastian Gutierrez/David Webb Peoples/Janet Peoples/Howard A. Rodman,Catherine Zeta-Jones,,                                　　A retelling of the scandalous murder of thug and wannabe actor Johnny Stompanato (Reeves) by Lana Turner's young daughter， Crane.                       ,,, 美国, English,,,,,,,,2.0,0.0,https://img3.doubanio.com/f/movie/30c6263b6db26d055cbbe73fe653e29014142ea3/pics/movie/movie_default_large.png
4288,最美丽,2020,余斌,余斌,许诗悦/雷丰瑞,爱情/悬疑,                                　　年轻美丽的护士罗嘉琪，同时也是人气爆棚的网红歌手，因为和电台主播银树的一次误会，导致银树成为键盘侠口诛笔伐的网络暴力对象从而失去了电台工作。                                   ,80分钟,2020-12-30(中国大陆), 中国大陆, 汉语普通话,,,,,,,,0.0,0.0,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2614330814.jpg
4289,产妇人生 C'est la vie,2020,Julien Rambaldi,Thomas Perry/Julien Rambaldi,若西安·巴拉斯科/蕾雅·德吕盖/爱丽丝·波尔/茱莉亚·皮亚彤/弗洛伦斯·卢瓦雷/莎拉·斯特恩/大卫·马赛,喜剧,                                　　电影讲述了在一天时间内妇产科发生的故事。五个互不认识的待产妈妈，不同的人生经历，不同的曲折故事。                       ,103分钟,2020-12-30(法国), 法国 / 比利时, 法语,,,,,,,,1.0,0.0,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2589280638.jpg
